"Mapping Method","Namespace","Descriptor Name","Code Value","Short Description","Description","Length of Short Desc"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","16","16 ? Shared-Time Aid is paid to the resident district","16 ? Shared-Time Aid is paid to the resident district","53"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","17","17 ? Shared-Time Aid paid to the serving district","17 ? Shared-Time Aid paid to the serving district","49"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","18","18 ? Shared-Time - Parent/guardian pays tuition","18 ? Shared-Time - Parent/guardian pays tuition","47"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","19","19 - Tuition Agreement with Resident District","19 - Tuition Agreement with Resident District","45"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","20","20 - Tuition Agreement with Parent/Guardian","20 - Tuition Agreement with Parent/Guardian","43"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","21","Nonresidents/no tuition/no options neither district","Nonresidents/no tuition/no options neither district","51"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","22","Ineligible open enrollment; returned to resident district","Ineligible open enrollment; returned to resident district - neither district ","57"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","26","Private contracted alternative - contracting district","Private contracted alternative - contracting district","53"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","27","Care & treatment, public - resident district ","Care & treatment, public - resident district ","44"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","28","Nonpublic placed IEP/IFSP/IIIP or care & treatment - Resident district","Nonpublic placed IEP/IFSP/IIIP or care & treatment - Resident district","70"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","29","**29 Voluntary pre-K Ineligible for funding - neither district","**29 Voluntary pre-K Ineligible for funding - neither district","62"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","34","Tribal meets BIE - BIE School","Tribal meets BIE - BIE School","29"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","35","Tribal does not meet BIE - BIE School","Tribal does not meet BIE - BIE School","37"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","46","46 ? Extended School Year","46 ? Extended School Year","25"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","51","SD. res. in Minn. under Reciprocity serving district","SD. res. in Minn. under Reciprocity serving district","52"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","52","Minn. res. in SD under Reciprocity SD district","Minn. res. in SD under Reciprocity SD district","46"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","53","Parent Fee","Parent Fee","10"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","54","School Readiness","School Readiness","16"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","55","ECFE","ECFE","4"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","56","Title I","Title I","7"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","57","Non-DHS funded child care","Non-DHS funded child care","25"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","58","Other District","Other District","14"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","59","Other County","Other County","12"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","60","Community Scholarship (NOT Pathway I or II)/Private Foundation","Community Scholarship (NOT Pathway I or II)/Private Foundation","62"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","77","77 - Summer residential care and treatment, ISD 347 only","77 - Allow tracking of student information related to extended time revenue authorized by Minn. Stat. 126C.10 Subd. 2a(b)","56"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","98","98 - Summer Graduate, Late Graduate or Dropout.","98 - Summer Graduate, Late Graduate or Dropout.","47"
"Extension","uri://education.mn.gov/StateAidCategoryDescriptor","StateAidCategoryDescriptor","DO NOT USE 97","Displaced Students","Displaced Students","18"
